"ID";"Geslacht";"Leeftijd";"Migratieachtergrond";"Generatie";"Perioden";"TotaalVerdachtenVanMisdrijven_1"
"103701";"4000   ";"10000";"2012605";"T001040";"2020JJ00";"12040"
"103702";"4000   ";"10000";"2012605";"T001040";"2021JJ00";"10380"
"103703";"4000   ";"10000";"2012605";"T001040";"2022JJ00";"11620"
"103717";"4000   ";"10000";"2012605";"2013356";"2012JJ00";"10150"
"103718";"4000   ";"10000";"2012605";"2013356";"2013JJ00";"9760"
"103719";"4000   ";"10000";"2012605";"2013356";"2014JJ00";"8960"
"103720";"4000   ";"10000";"2012605";"2013356";"2015JJ00";"8170"
"103721";"4000   ";"10000";"2012605";"2013356";"2016JJ00";"7500"
"103722";"4000   ";"10000";"2012605";"2013356";"2017JJ00";"6620"
"103723";"4000   ";"10000";"2012605";"2013356";"2018JJ00";"6520"
"103724";"4000   ";"10000";"2012605";"2013356";"2019JJ00";"6600"
"103725";"4000   ";"10000";"2012605";"2013356";"2020JJ00";"5870"
"103726";"4000   ";"10000";"2012605";"2013356";"2021JJ00";"4950"
"103727";"4000   ";"10000";"2012605";"2013356";"2022JJ00";"5550"
"103741";"4000   ";"10000";"2012605";"2013357";"2012JJ00";"8320"
"103742";"4000   ";"10000";"2012605";"2013357";"2013JJ00";"8130"
"103743";"4000   ";"10000";"2012605";"2013357";"2014JJ00";"7590"
"103744";"4000   ";"10000";"2012605";"2013357";"2015JJ00";"6980"
"103745";"4000   ";"10000";"2012605";"2013357";"2016JJ00";"6410"
"103746";"4000   ";"10000";"2012605";"2013357";"2017JJ00";"5850"
"103747";"4000   ";"10000";"2012605";"2013357";"2018JJ00";"5550"
"103748";"4000   ";"10000";"2012605";"2013357";"2019JJ00";"5730"
"103749";"4000   ";"10000";"2012605";"2013357";"2020JJ00";"5270"
"103750";"4000   ";"10000";"2012605";"2013357";"2021JJ00";"4600"
"103751";"4000   ";"10000";"2012605";"2013357";"2022JJ00";"4950"
"103765";"4000   ";"10000";"2012605";"2820719";"2012JJ00";"2270"
"103766";"4000   ";"10000";"2012605";"2820719";"2013JJ00";"2210"
"103767";"4000   ";"10000";"2012605";"2820719";"2014JJ00";"2070"
"103768";"4000   ";"10000";"2012605";"2820719";"2015JJ00";"1830"
"103769";"4000   ";"10000";"2012605";"2820719";"2016JJ00";"1620"
"103770";"4000   ";"10000";"2012605";"2820719";"2017JJ00";"1500"
"103771";"4000   ";"10000";"2012605";"2820719";"2018JJ00";"1170"
"103772";"4000   ";"10000";"2012605";"2820719";"2019JJ00";"1170"
"103773";"4000   ";"10000";"2012605";"2820719";"2020JJ00";"890"
"103774";"4000   ";"10000";"2012605";"2820719";"2021JJ00";"830"
"103775";"4000   ";"10000";"2012605";"2820719";"2022JJ00";"1120"
"110893";"4000   ";"52020";"T001040";"T001040";"2012JJ00";"6800"
"110894";"4000   ";"52020";"T001040";"T001040";"2013JJ00";"5960"
"110895";"4000   ";"52020";"T001040";"T001040";"2014JJ00";"5390"
"110896";"4000   ";"52020";"T001040";"T001040";"2015JJ00";"4980"
"110897";"4000   ";"52020";"T001040";"T001040";"2016JJ00";"4670"
"110898";"4000   ";"52020";"T001040";"T001040";"2017JJ00";"4210"
"110899";"4000   ";"52020";"T001040";"T001040";"2018JJ00";"3750"
"110900";"4000   ";"52020";"T001040";"T001040";"2019JJ00";"4040"
"110901";"4000   ";"52020";"T001040";"T001040";"2020JJ00";"3080"
"110902";"4000   ";"52020";"T001040";"T001040";"2021JJ00";"3150"
"110903";"4000   ";"52020";"T001040";"T001040";"2022JJ00";"4510"
"110917";"4000   ";"52020";"T001040";"2013356";"2012JJ00";"640"
"110918";"4000   ";"52020";"T001040";"2013356";"2013JJ00";"530"
"110919";"4000   ";"52020";"T001040";"2013356";"2014JJ00";"450"
"110920";"4000   ";"52020";"T001040";"2013356";"2015JJ00";"370"
"110921";"4000   ";"52020";"T001040";"2013356";"2016JJ00";"350"
"110922";"4000   ";"52020";"T001040";"2013356";"2017JJ00";"310"
"110923";"4000   ";"52020";"T001040";"2013356";"2018JJ00";"300"
"110924";"4000   ";"52020";"T001040";"2013356";"2019JJ00";"370"
"110925";"4000   ";"52020";"T001040";"2013356";"2020JJ00";"260"
"110926";"4000   ";"52020";"T001040";"2013356";"2021JJ00";"260"
"110927";"4000   ";"52020";"T001040";"2013356";"2022JJ00";"460"
"110941";"4000   ";"52020";"T001040";"2013357";"2012JJ00";"2180"
"110942";"4000   ";"52020";"T001040";"2013357";"2013JJ00";"2060"
"110943";"4000   ";"52020";"T001040";"2013357";"2014JJ00";"1770"
"110944";"4000   ";"52020";"T001040";"2013357";"2015JJ00";"1730"
"110945";"4000   ";"52020";"T001040";"2013357";"2016JJ00";"1590"
"110946";"4000   ";"52020";"T001040";"2013357";"2017JJ00";"1430"
"110947";"4000   ";"52020";"T001040";"2013357";"2018JJ00";"1260"
"110948";"4000   ";"52020";"T001040";"2013357";"2019JJ00";"1300"
"110949";"4000   ";"52020";"T001040";"2013357";"2020JJ00";"970"
"110950";"4000   ";"52020";"T001040";"2013357";"2021JJ00";"940"
"110951";"4000   ";"52020";"T001040";"2013357";"2022JJ00";"1280"
"110965";"4000   ";"52020";"T001040";"2820719";"2012JJ00";"180"
"110966";"4000   ";"52020";"T001040";"2820719";"2013JJ00";"140"
"110967";"4000   ";"52020";"T001040";"2820719";"2014JJ00";"130"
"110968";"4000   ";"52020";"T001040";"2820719";"2015JJ00";"120"
"110969";"4000   ";"52020";"T001040";"2820719";"2016JJ00";"90"
"110970";"4000   ";"52020";"T001040";"2820719";"2017JJ00";"90"
"110971";"4000   ";"52020";"T001040";"2820719";"2018JJ00";"90"
"110972";"4000   ";"52020";"T001040";"2820719";"2019JJ00";"100"
"110973";"4000   ";"52020";"T001040";"2820719";"2020JJ00";"60"
"110974";"4000   ";"52020";"T001040";"2820719";"2021JJ00";"40"
"110975";"4000   ";"52020";"T001040";"2820719";"2022JJ00";"80"
"110989";"4000   ";"52020";"1012600";"T001040";"2012JJ00";"3810"
"110990";"4000   ";"52020";"1012600";"T001040";"2013JJ00";"3220"
"110991";"4000   ";"52020";"1012600";"T001040";"2014JJ00";"3050"
"110992";"4000   ";"52020";"1012600";"T001040";"2015JJ00";"2760"
"110993";"4000   ";"52020";"1012600";"T001040";"2016JJ00";"2630"
"110994";"4000   ";"52020";"1012600";"T001040";"2017JJ00";"2390"
"110995";"4000   ";"52020";"1012600";"T001040";"2018JJ00";"2100"
"110996";"4000   ";"52020";"1012600";"T001040";"2019JJ00";"2270"
"110997";"4000   ";"52020";"1012600";"T001040";"2020JJ00";"1780"
"110998";"4000   ";"52020";"1012600";"T001040";"2021JJ00";"1910"
"110999";"4000   ";"52020";"1012600";"T001040";"2022JJ00";"2690"
"111013";"4000   ";"52020";"1012600";"2013356";"2012JJ00";
"111014";"4000   ";"52020";"1012600";"2013356";"2013JJ00";
"111015";"4000   ";"52020";"1012600";"2013356";"2014JJ00";
"111016";"4000   ";"52020";"1012600";"2013356";"2015JJ00";
"111017";"4000   ";"52020";"1012600";"2013356";"2016JJ00";
"111018";"4000   ";"52020";"1012600";"2013356";"2017JJ00";
"111019";"4000   ";"52020";"1012600";"2013356";"2018JJ00";
"111020";"4000   ";"52020";"1012600";"2013356";"2019JJ00";
"111021";"4000   ";"52020";"1012600";"2013356";"2020JJ00";
"111022";"4000   ";"52020";"1012600";"2013356";"2021JJ00";
"111023";"4000   ";"52020";"1012600";"2013356";"2022JJ00";
"111037";"4000   ";"52020";"1012600";"2013357";"2012JJ00";
"111038";"4000   ";"52020";"1012600";"2013357";"2013JJ00";
"111039";"4000   ";"52020";"1012600";"2013357";"2014JJ00";
"111040";"4000   ";"52020";"1012600";"2013357";"2015JJ00";
"111041";"4000   ";"52020";"1012600";"2013357";"2016JJ00";
"111042";"4000   ";"52020";"1012600";"2013357";"2017JJ00";
"111043";"4000   ";"52020";"1012600";"2013357";"2018JJ00";
"111044";"4000   ";"52020";"1012600";"2013357";"2019JJ00";
"111045";"4000   ";"52020";"1012600";"2013357";"2020JJ00";
"111046";"4000   ";"52020";"1012600";"2013357";"2021JJ00";
"111047";"4000   ";"52020";"1012600";"2013357";"2022JJ00";
"111061";"4000   ";"52020";"1012600";"2820719";"2012JJ00";
"111062";"4000   ";"52020";"1012600";"2820719";"2013JJ00";
"111063";"4000   ";"52020";"1012600";"2820719";"2014JJ00";
"111064";"4000   ";"52020";"1012600";"2820719";"2015JJ00";
"111065";"4000   ";"52020";"1012600";"2820719";"2016JJ00";
"111066";"4000   ";"52020";"1012600";"2820719";"2017JJ00";
"111067";"4000   ";"52020";"1012600";"2820719";"2018JJ00";
"111068";"4000   ";"52020";"1012600";"2820719";"2019JJ00";
"111069";"4000   ";"52020";"1012600";"2820719";"2020JJ00";
"111070";"4000   ";"52020";"1012600";"2820719";"2021JJ00";
"111071";"4000   ";"52020";"1012600";"2820719";"2022JJ00";
"111085";"4000   ";"52020";"2012605";"T001040";"2012JJ00";"2980"
"111086";"4000   ";"52020";"2012605";"T001040";"2013JJ00";"2730"
"111087";"4000   ";"52020";"2012605";"T001040";"2014JJ00";"2340"
"111088";"4000   ";"52020";"2012605";"T001040";"2015JJ00";"2220"
"111089";"4000   ";"52020";"2012605";"T001040";"2016JJ00";"2040"
"111090";"4000   ";"52020";"2012605";"T001040";"2017JJ00";"1830"
"111091";"4000   ";"52020";"2012605";"T001040";"2018JJ00";"1650"
"111092";"4000   ";"52020";"2012605";"T001040";"2019JJ00";"1770"
"111093";"4000   ";"52020";"2012605";"T001040";"2020JJ00";"1300"
"111094";"4000   ";"52020";"2012605";"T001040";"2021JJ00";"1240"
"111095";"4000   ";"52020";"2012605";"T001040";"2022JJ00";"1810"
"111109";"4000   ";"52020";"2012605";"2013356";"2012JJ00";"630"
"111110";"4000   ";"52020";"2012605";"2013356";"2013JJ00";"530"
"111111";"4000   ";"52020";"2012605";"2013356";"2014JJ00";"450"
"111112";"4000   ";"52020";"2012605";"2013356";"2015JJ00";"370"
"111113";"4000   ";"52020";"2012605";"2013356";"2016JJ00";"350"
"111114";"4000   ";"52020";"2012605";"2013356";"2017JJ00";"310"
"111115";"4000   ";"52020";"2012605";"2013356";"2018JJ00";"300"
"111116";"4000   ";"52020";"2012605";"2013356";"2019JJ00";"370"
"111117";"4000   ";"52020";"2012605";"2013356";"2020JJ00";"260"
"111118";"4000   ";"52020";"2012605";"2013356";"2021JJ00";"260"
"111119";"4000   ";"52020";"2012605";"2013356";"2022JJ00";"460"
"111133";"4000   ";"52020";"2012605";"2013357";"2012JJ00";"2180"
"111134";"4000   ";"52020";"2012605";"2013357";"2013JJ00";"2060"
"111135";"4000   ";"52020";"2012605";"2013357";"2014JJ00";"1770"
"111136";"4000   ";"52020";"2012605";"2013357";"2015JJ00";"1730"
"111137";"4000   ";"52020";"2012605";"2013357";"2016JJ00";"1590"
"111138";"4000   ";"52020";"2012605";"2013357";"2017JJ00";"1430"
"111139";"4000   ";"52020";"2012605";"2013357";"2018JJ00";"1260"
"111140";"4000   ";"52020";"2012605";"2013357";"2019JJ00";"1300"
"111141";"4000   ";"52020";"2012605";"2013357";"2020JJ00";"970"
"111142";"4000   ";"52020";"2012605";"2013357";"2021JJ00";"940"
"111143";"4000   ";"52020";"2012605";"2013357";"2022JJ00";"1280"
"111157";"4000   ";"52020";"2012605";"2820719";"2012JJ00";"170"
"111158";"4000   ";"52020";"2012605";"2820719";"2013JJ00";"140"
"111159";"4000   ";"52020";"2012605";"2820719";"2014JJ00";"130"
"111160";"4000   ";"52020";"2012605";"2820719";"2015JJ00";"120"
"111161";"4000   ";"52020";"2012605";"2820719";"2016JJ00";"90"
"111162";"4000   ";"52020";"2012605";"2820719";"2017JJ00";"90"
"111163";"4000   ";"52020";"2012605";"2820719";"2018JJ00";"90"
"111164";"4000   ";"52020";"2012605";"2820719";"2019JJ00";"100"
"111165";"4000   ";"52020";"2012605";"2820719";"2020JJ00";"60"
"111166";"4000   ";"52020";"2012605";"2820719";"2021JJ00";"40"
"111167";"4000   ";"52020";"2012605";"2820719";"2022JJ00";"70"
"118285";"4000   ";"53105";"T001040";"T001040";"2012JJ00";"10250"
"118286";"4000   ";"53105";"T001040";"T001040";"2013JJ00";"9590"
"118287";"4000   ";"53105";"T001040";"T001040";"2014JJ00";"8490"
"118288";"4000   ";"53105";"T001040";"T001040";"2015JJ00";"7340"
"118289";"4000   ";"53105";"T001040";"T001040";"2016JJ00";"6440"
"118290";"4000   ";"53105";"T001040";"T001040";"2017JJ00";"5820"
"118291";"4000   ";"53105";"T001040";"T001040";"2018JJ00";"5470"
"118292";"4000   ";"53105";"T001040";"T001040";"2019JJ00";"5850"
"118293";"4000   ";"53105";"T001040";"T001040";"2020JJ00";"5330"
"118294";"4000   ";"53105";"T001040";"T001040";"2021JJ00";"4790"
"118295";"4000   ";"53105";"T001040";"T001040";"2022JJ00";"5200"
"118309";"4000   ";"53105";"T001040";"2013356";"2012JJ00";"1510"
"118310";"4000   ";"53105";"T001040";"2013356";"2013JJ00";"1370"
"118311";"4000   ";"53105";"T001040";"2013356";"2014JJ00";"1180"
"118312";"4000   ";"53105";"T001040";"2013356";"2015JJ00";"1040"
"118313";"4000   ";"53105";"T001040";"2013356";"2016JJ00";"850"
"118314";"4000   ";"53105";"T001040";"2013356";"2017JJ00";"820"
"118315";"4000   ";"53105";"T001040";"2013356";"2018JJ00";"860"
"118316";"4000   ";"53105";"T001040";"2013356";"2019JJ00";"890"
"118317";"4000   ";"53105";"T001040";"2013356";"2020JJ00";"800"
"118318";"4000   ";"53105";"T001040";"2013356";"2021JJ00";"690"
"118319";"4000   ";"53105";"T001040";"2013356";"2022JJ00";"760"
"118333";"4000   ";"53105";"T001040";"2013357";"2012JJ00";"2690"
"118334";"4000   ";"53105";"T001040";"2013357";"2013JJ00";"2500"
"118335";"4000   ";"53105";"T001040";"2013357";"2014JJ00";"2360"
"118336";"4000   ";"53105";"T001040";"2013357";"2015JJ00";"1980"
"118337";"4000   ";"53105";"T001040";"2013357";"2016JJ00";"1740"
"118338";"4000   ";"53105";"T001040";"2013357";"2017JJ00";"1640"
"118339";"4000   ";"53105";"T001040";"2013357";"2018JJ00";"1500"
"118340";"4000   ";"53105";"T001040";"2013357";"2019JJ00";"1640"
"118341";"4000   ";"53105";"T001040";"2013357";"2020JJ00";"1650"
"118342";"4000   ";"53105";"T001040";"2013357";"2021JJ00";"1390"
"118343";"4000   ";"53105";"T001040";"2013357";"2022JJ00";"1320"
"118357";"4000   ";"53105";"T001040";"2820719";"2012JJ00";"760"
"118358";"4000   ";"53105";"T001040";"2820719";"2013JJ00";"700"
"118359";"4000   ";"53105";"T001040";"2820719";"2014JJ00";"650"
"118360";"4000   ";"53105";"T001040";"2820719";"2015JJ00";"540"
"118361";"4000   ";"53105";"T001040";"2820719";"2016JJ00";"470"
"118362";"4000   ";"53105";"T001040";"2820719";"2017JJ00";"420"
"118363";"4000   ";"53105";"T001040";"2820719";"2018JJ00";"310"
"118364";"4000   ";"53105";"T001040";"2820719";"2019JJ00";"310"
"118365";"4000   ";"53105";"T001040";"2820719";"2020JJ00";"210"
"118366";"4000   ";"53105";"T001040";"2820719";"2021JJ00";"230"
"118367";"4000   ";"53105";"T001040";"2820719";"2022JJ00";"320"
"118381";"4000   ";"53105";"1012600";"T001040";"2012JJ00";"5300"
"118382";"4000   ";"53105";"1012600";"T001040";"2013JJ00";"5010"
"118383";"4000   ";"53105";"1012600";"T001040";"2014JJ00";"4310"
"118384";"4000   ";"53105";"1012600";"T001040";"2015JJ00";"3780"
"118385";"4000   ";"53105";"1012600";"T001040";"2016JJ00";"3380"
"118386";"4000   ";"53105";"1012600";"T001040";"2017JJ00";"2940"
"118387";"4000   ";"53105";"1012600";"T001040";"2018JJ00";"2810"
"118388";"4000   ";"53105";"1012600";"T001040";"2019JJ00";"3010"
"118389";"4000   ";"53105";"1012600";"T001040";"2020JJ00";"2670"
"118390";"4000   ";"53105";"1012600";"T001040";"2021JJ00";"2480"
"118391";"4000   ";"53105";"1012600";"T001040";"2022JJ00";"2810"
"118405";"4000   ";"53105";"1012600";"2013356";"2012JJ00";
"118406";"4000   ";"53105";"1012600";"2013356";"2013JJ00";
"118407";"4000   ";"53105";"1012600";"2013356";"2014JJ00";
"118408";"4000   ";"53105";"1012600";"2013356";"2015JJ00";
"118409";"4000   ";"53105";"1012600";"2013356";"2016JJ00";
"118410";"4000   ";"53105";"1012600";"2013356";"2017JJ00";
"118411";"4000   ";"53105";"1012600";"2013356";"2018JJ00";
"118412";"4000   ";"53105";"1012600";"2013356";"2019JJ00";
"118413";"4000   ";"53105";"1012600";"2013356";"2020JJ00";
"118414";"4000   ";"53105";"1012600";"2013356";"2021JJ00";
"118415";"4000   ";"53105";"1012600";"2013356";"2022JJ00";
"118429";"4000   ";"53105";"1012600";"2013357";"2012JJ00";
"118430";"4000   ";"53105";"1012600";"2013357";"2013JJ00";
"118431";"4000   ";"53105";"1012600";"2013357";"2014JJ00";
"118432";"4000   ";"53105";"1012600";"2013357";"2015JJ00";
"118433";"4000   ";"53105";"1012600";"2013357";"2016JJ00";
"118434";"4000   ";"53105";"1012600";"2013357";"2017JJ00";
"118435";"4000   ";"53105";"1012600";"2013357";"2018JJ00";
"118436";"4000   ";"53105";"1012600";"2013357";"2019JJ00";
"118437";"4000   ";"53105";"1012600";"2013357";"2020JJ00";
"118438";"4000   ";"53105";"1012600";"2013357";"2021JJ00";
"118439";"4000   ";"53105";"1012600";"2013357";"2022JJ00";
"118453";"4000   ";"53105";"1012600";"2820719";"2012JJ00";
"118454";"4000   ";"53105";"1012600";"2820719";"2013JJ00";
"118455";"4000   ";"53105";"1012600";"2820719";"2014JJ00";
"118456";"4000   ";"53105";"1012600";"2820719";"2015JJ00";
"118457";"4000   ";"53105";"1012600";"2820719";"2016JJ00";
"118458";"4000   ";"53105";"1012600";"2820719";"2017JJ00";
"118459";"4000   ";"53105";"1012600";"2820719";"2018JJ00";
"118460";"4000   ";"53105";"1012600";"2820719";"2019JJ00";
"118461";"4000   ";"53105";"1012600";"2820719";"2020JJ00";
"118462";"4000   ";"53105";"1012600";"2820719";"2021JJ00";
"118463";"4000   ";"53105";"1012600";"2820719";"2022JJ00";
"118477";"4000   ";"53105";"2012605";"T001040";"2012JJ00";"4940"
"118478";"4000   ";"53105";"2012605";"T001040";"2013JJ00";"4560"
"118479";"4000   ";"53105";"2012605";"T001040";"2014JJ00";"4180"
"118480";"4000   ";"53105";"2012605";"T001040";"2015JJ00";"3550"
"118481";"4000   ";"53105";"2012605";"T001040";"2016JJ00";"3050"
"118482";"4000   ";"53105";"2012605";"T001040";"2017JJ00";"2870"
"118483";"4000   ";"53105";"2012605";"T001040";"2018JJ00";"2660"
"118484";"4000   ";"53105";"2012605";"T001040";"2019JJ00";"2830"
"118485";"4000   ";"53105";"2012605";"T001040";"2020JJ00";"2650"
"118486";"4000   ";"53105";"2012605";"T001040";"2021JJ00";"2310"
"118487";"4000   ";"53105";"2012605";"T001040";"2022JJ00";"2380"
"118501";"4000   ";"53105";"2012605";"2013356";"2012JJ00";"1510"
"118502";"4000   ";"53105";"2012605";"2013356";"2013JJ00";"1370"
"118503";"4000   ";"53105";"2012605";"2013356";"2014JJ00";"1180"
"118504";"4000   ";"53105";"2012605";"2013356";"2015JJ00";"1040"
"118505";"4000   ";"53105";"2012605";"2013356";"2016JJ00";"850"
"118506";"4000   ";"53105";"2012605";"2013356";"2017JJ00";"820"
"118507";"4000   ";"53105";"2012605";"2013356";"2018JJ00";"860"
"118508";"4000   ";"53105";"2012605";"2013356";"2019JJ00";"890"
"118509";"4000   ";"53105";"2012605";"2013356";"2020JJ00";"800"
"118510";"4000   ";"53105";"2012605";"2013356";"2021JJ00";"690"
"118511";"4000   ";"53105";"2012605";"2013356";"2022JJ00";"760"
"118525";"4000   ";"53105";"2012605";"2013357";"2012JJ00";"2690"
"118526";"4000   ";"53105";"2012605";"2013357";"2013JJ00";"2500"
"118527";"4000   ";"53105";"2012605";"2013357";"2014JJ00";"2360"
"118528";"4000   ";"53105";"2012605";"2013357";"2015JJ00";"1980"
"118529";"4000   ";"53105";"2012605";"2013357";"2016JJ00";"1740"
"118530";"4000   ";"53105";"2012605";"2013357";"2017JJ00";"1640"
"118531";"4000   ";"53105";"2012605";"2013357";"2018JJ00";"1500"
"118532";"4000   ";"53105";"2012605";"2013357";"2019JJ00";"1640"
"118533";"4000   ";"53105";"2012605";"2013357";"2020JJ00";"1650"
"118534";"4000   ";"53105";"2012605";"2013357";"2021JJ00";"1390"
"118535";"4000   ";"53105";"2012605";"2013357";"2022JJ00";"1320"
"118549";"4000   ";"53105";"2012605";"2820719";"2012JJ00";"740"
"118550";"4000   ";"53105";"2012605";"2820719";"2013JJ00";"690"
"118551";"4000   ";"53105";"2012605";"2820719";"2014JJ00";"640"
"118552";"4000   ";"53105";"2012605";"2820719";"2015JJ00";"530"
"118553";"4000   ";"53105";"2012605";"2820719";"2016JJ00";"460"
"118554";"4000   ";"53105";"2012605";"2820719";"2017JJ00";"410"
"118555";"4000   ";"53105";"2012605";"2820719";"2018JJ00";"300"
"118556";"4000   ";"53105";"2012605";"2820719";"2019JJ00";"300"
"118557";"4000   ";"53105";"2012605";"2820719";"2020JJ00";"200"
"118558";"4000   ";"53105";"2012605";"2820719";"2021JJ00";"230"
"118559";"4000   ";"53105";"2012605";"2820719";"2022JJ00";"300"
"125677";"4000   ";"53310";"T001040";"T001040";"2012JJ00";"18180"
"125678";"4000   ";"53310";"T001040";"T001040";"2013JJ00";"17980"
"125679";"4000   ";"53310";"T001040";"T001040";"2014JJ00";"16760"
"125680";"4000   ";"53310";"T001040";"T001040";"2015JJ00";"15180"
"125681";"4000   ";"53310";"T001040";"T001040";"2016JJ00";"13820"
"125682";"4000   ";"53310";"T001040";"T001040";"2017JJ00";"12440"
"125683";"4000   ";"53310";"T001040";"T001040";"2018JJ00";"11970"
"125684";"4000   ";"53310";"T001040";"T001040";"2019JJ00";"11760"
"125685";"4000   ";"53310";"T001040";"T001040";"2020JJ00";"11030"
"125686";"4000   ";"53310";"T001040";"T001040";"2021JJ00";"9440"
"125687";"4000   ";"53310";"T001040";"T001040";"2022JJ00";"10170"
"125701";"4000   ";"53310";"T001040";"2013356";"2012JJ00";"5180"
"125702";"4000   ";"53310";"T001040";"2013356";"2013JJ00";"5060"
"125703";"4000   ";"53310";"T001040";"2013356";"2014JJ00";"4580"
"125704";"4000   ";"53310";"T001040";"2013356";"2015JJ00";"4180"
"125705";"4000   ";"53310";"T001040";"2013356";"2016JJ00";"3700"
"125706";"4000   ";"53310";"T001040";"2013356";"2017JJ00";"3250"
"125707";"4000   ";"53310";"T001040";"2013356";"2018JJ00";"3200"
"125708";"4000   ";"53310";"T001040";"2013356";"2019JJ00";"3190"
"125709";"4000   ";"53310";"T001040";"2013356";"2020JJ00";"2910"
"125710";"4000   ";"53310";"T001040";"2013356";"2021JJ00";"2420"
"125711";"4000   ";"53310";"T001040";"2013356";"2022JJ00";"2700"
"125725";"4000   ";"53310";"T001040";"2013357";"2012JJ00";"2640"
"125726";"4000   ";"53310";"T001040";"2013357";"2013JJ00";"2720"
"125727";"4000   ";"53310";"T001040";"2013357";"2014JJ00";"2670"
"125728";"4000   ";"53310";"T001040";"2013357";"2015JJ00";"2500"
"125729";"4000   ";"53310";"T001040";"2013357";"2016JJ00";"2370"
"125730";"4000   ";"53310";"T001040";"2013357";"2017JJ00";"2170"
"125731";"4000   ";"53310";"T001040";"2013357";"2018JJ00";"2180"
"125732";"4000   ";"53310";"T001040";"2013357";"2019JJ00";"2190"
"125733";"4000   ";"53310";"T001040";"2013357";"2020JJ00";"2110"
"125734";"4000   ";"53310";"T001040";"2013357";"2021JJ00";"1780"
"125735";"4000   ";"53310";"T001040";"2013357";"2022JJ00";"1850"
"125749";"4000   ";"53310";"T001040";"2820719";"2012JJ00";"1110"
"125750";"4000   ";"53310";"T001040";"2820719";"2013JJ00";"1120"
"125751";"4000   ";"53310";"T001040";"2820719";"2014JJ00";"1040"
"125752";"4000   ";"53310";"T001040";"2820719";"2015JJ00";"950"
"125753";"4000   ";"53310";"T001040";"2820719";"2016JJ00";"840"
"125754";"4000   ";"53310";"T001040";"2820719";"2017JJ00";"780"
"125755";"4000   ";"53310";"T001040";"2820719";"2018JJ00";"580"
"125756";"4000   ";"53310";"T001040";"2820719";"2019JJ00";"580"
"125757";"4000   ";"53310";"T001040";"2820719";"2020JJ00";"470"
"125758";"4000   ";"53310";"T001040";"2820719";"2021JJ00";"460"
"125759";"4000   ";"53310";"T001040";"2820719";"2022JJ00";"610"
"125773";"4000   ";"53310";"1012600";"T001040";"2012JJ00";"9250"
"125774";"4000   ";"53310";"1012600";"T001040";"2013JJ00";"9090"
"125775";"4000   ";"53310";"1012600";"T001040";"2014JJ00";"8470"
"125776";"4000   ";"53310";"1012600";"T001040";"2015JJ00";"7560"
"125777";"4000   ";"53310";"1012600";"T001040";"2016JJ00";"6900"
"125778";"4000   ";"53310";"1012600";"T001040";"2017JJ00";"6240"
"125779";"4000   ";"53310";"1012600";"T001040";"2018JJ00";"6020"
"125780";"4000   ";"53310";"1012600";"T001040";"2019JJ00";"5810"
"125781";"4000   ";"53310";"1012600";"T001040";"2020JJ00";"5540"
"125782";"4000   ";"53310";"1012600";"T001040";"2021JJ00";"4780"
"125783";"4000   ";"53310";"1012600";"T001040";"2022JJ00";"5020"
"125797";"4000   ";"53310";"1012600";"2013356";"2012JJ00";
"125798";"4000   ";"53310";"1012600";"2013356";"2013JJ00";
"125799";"4000   ";"53310";"1012600";"2013356";"2014JJ00";
"125800";"4000   ";"53310";"1012600";"2013356";"2015JJ00";
"125801";"4000   ";"53310";"1012600";"2013356";"2016JJ00";
"125802";"4000   ";"53310";"1012600";"2013356";"2017JJ00";
"125803";"4000   ";"53310";"1012600";"2013356";"2018JJ00";
"125804";"4000   ";"53310";"1012600";"2013356";"2019JJ00";
"125805";"4000   ";"53310";"1012600";"2013356";"2020JJ00";
"125806";"4000   ";"53310";"1012600";"2013356";"2021JJ00";
"125807";"4000   ";"53310";"1012600";"2013356";"2022JJ00";
"125821";"4000   ";"53310";"1012600";"2013357";"2012JJ00";
"125822";"4000   ";"53310";"1012600";"2013357";"2013JJ00";
"125823";"4000   ";"53310";"1012600";"2013357";"2014JJ00";
"125824";"4000   ";"53310";"1012600";"2013357";"2015JJ00";
"125825";"4000   ";"53310";"1012600";"2013357";"2016JJ00";
"125826";"4000   ";"53310";"1012600";"2013357";"2017JJ00";
"125827";"4000   ";"53310";"1012600";"2013357";"2018JJ00";
"125828";"4000   ";"53310";"1012600";"2013357";"2019JJ00";
"125829";"4000   ";"53310";"1012600";"2013357";"2020JJ00";
"125830";"4000   ";"53310";"1012600";"2013357";"2021JJ00";
"125831";"4000   ";"53310";"1012600";"2013357";"2022JJ00";
"125845";"4000   ";"53310";"1012600";"2820719";"2012JJ00";
"125846";"4000   ";"53310";"1012600";"2820719";"2013JJ00";
"125847";"4000   ";"53310";"1012600";"2820719";"2014JJ00";
"125848";"4000   ";"53310";"1012600";"2820719";"2015JJ00";
"125849";"4000   ";"53310";"1012600";"2820719";"2016JJ00";
"125850";"4000   ";"53310";"1012600";"2820719";"2017JJ00";
"125851";"4000   ";"53310";"1012600";"2820719";"2018JJ00";
"125852";"4000   ";"53310";"1012600";"2820719";"2019JJ00";
"125853";"4000   ";"53310";"1012600";"2820719";"2020JJ00";
"125854";"4000   ";"53310";"1012600";"2820719";"2021JJ00";
"125855";"4000   ";"53310";"1012600";"2820719";"2022JJ00";
"125869";"4000   ";"53310";"2012605";"T001040";"2012JJ00";"8880"
