"ID";"Geslacht";"Leeftijd";"Migratieachtergrond";"Generatie";"Perioden";"TotaalVerdachtenVanMisdrijven_1"
"44466";"T001038";"99999";"1012600";"T001040";"2017JJ00";"240"
"44467";"T001038";"99999";"1012600";"T001040";"2018JJ00";"220"
"44468";"T001038";"99999";"1012600";"T001040";"2019JJ00";"200"
"44469";"T001038";"99999";"1012600";"T001040";"2020JJ00";"170"
"44470";"T001038";"99999";"1012600";"T001040";"2021JJ00";"190"
"44471";"T001038";"99999";"1012600";"T001040";"2022JJ00";"230"
"44485";"T001038";"99999";"1012600";"2013356";"2012JJ00";
"44486";"T001038";"99999";"1012600";"2013356";"2013JJ00";
"44487";"T001038";"99999";"1012600";"2013356";"2014JJ00";
"44488";"T001038";"99999";"1012600";"2013356";"2015JJ00";
"44489";"T001038";"99999";"1012600";"2013356";"2016JJ00";
"44490";"T001038";"99999";"1012600";"2013356";"2017JJ00";
"44491";"T001038";"99999";"1012600";"2013356";"2018JJ00";
"44492";"T001038";"99999";"1012600";"2013356";"2019JJ00";
"44493";"T001038";"99999";"1012600";"2013356";"2020JJ00";
"44494";"T001038";"99999";"1012600";"2013356";"2021JJ00";
"44495";"T001038";"99999";"1012600";"2013356";"2022JJ00";
"44509";"T001038";"99999";"1012600";"2013357";"2012JJ00";
"44510";"T001038";"99999";"1012600";"2013357";"2013JJ00";
"44511";"T001038";"99999";"1012600";"2013357";"2014JJ00";
"44512";"T001038";"99999";"1012600";"2013357";"2015JJ00";
"44513";"T001038";"99999";"1012600";"2013357";"2016JJ00";
"44514";"T001038";"99999";"1012600";"2013357";"2017JJ00";
"44515";"T001038";"99999";"1012600";"2013357";"2018JJ00";
"44516";"T001038";"99999";"1012600";"2013357";"2019JJ00";
"44517";"T001038";"99999";"1012600";"2013357";"2020JJ00";
"44518";"T001038";"99999";"1012600";"2013357";"2021JJ00";
"44519";"T001038";"99999";"1012600";"2013357";"2022JJ00";
"44533";"T001038";"99999";"1012600";"2820719";"2012JJ00";
"44534";"T001038";"99999";"1012600";"2820719";"2013JJ00";
"44535";"T001038";"99999";"1012600";"2820719";"2014JJ00";
"44536";"T001038";"99999";"1012600";"2820719";"2015JJ00";
"44537";"T001038";"99999";"1012600";"2820719";"2016JJ00";
"44538";"T001038";"99999";"1012600";"2820719";"2017JJ00";
"44539";"T001038";"99999";"1012600";"2820719";"2018JJ00";
"44540";"T001038";"99999";"1012600";"2820719";"2019JJ00";
"44541";"T001038";"99999";"1012600";"2820719";"2020JJ00";
"44542";"T001038";"99999";"1012600";"2820719";"2021JJ00";
"44543";"T001038";"99999";"1012600";"2820719";"2022JJ00";
"44557";"T001038";"99999";"2012605";"T001040";"2012JJ00";"650"
"44558";"T001038";"99999";"2012605";"T001040";"2013JJ00";"550"
"44559";"T001038";"99999";"2012605";"T001040";"2014JJ00";"420"
"44560";"T001038";"99999";"2012605";"T001040";"2015JJ00";"330"
"44561";"T001038";"99999";"2012605";"T001040";"2016JJ00";"330"
"44562";"T001038";"99999";"2012605";"T001040";"2017JJ00";"290"
"44563";"T001038";"99999";"2012605";"T001040";"2018JJ00";"210"
"44564";"T001038";"99999";"2012605";"T001040";"2019JJ00";"200"
"44565";"T001038";"99999";"2012605";"T001040";"2020JJ00";"180"
"44566";"T001038";"99999";"2012605";"T001040";"2021JJ00";"200"
"44567";"T001038";"99999";"2012605";"T001040";"2022JJ00";"210"
"44581";"T001038";"99999";"2012605";"2013356";"2012JJ00";"80"
"44582";"T001038";"99999";"2012605";"2013356";"2013JJ00";"80"
"44583";"T001038";"99999";"2012605";"2013356";"2014JJ00";"70"
"44584";"T001038";"99999";"2012605";"2013356";"2015JJ00";"50"
"44585";"T001038";"99999";"2012605";"2013356";"2016JJ00";"50"
"44586";"T001038";"99999";"2012605";"2013356";"2017JJ00";"60"
"44587";"T001038";"99999";"2012605";"2013356";"2018JJ00";"60"
"44588";"T001038";"99999";"2012605";"2013356";"2019JJ00";"40"
"44589";"T001038";"99999";"2012605";"2013356";"2020JJ00";"40"
"44590";"T001038";"99999";"2012605";"2013356";"2021JJ00";"50"
"44591";"T001038";"99999";"2012605";"2013356";"2022JJ00";"50"
"44605";"T001038";"99999";"2012605";"2013357";"2012JJ00";"480"
"44606";"T001038";"99999";"2012605";"2013357";"2013JJ00";"420"
"44607";"T001038";"99999";"2012605";"2013357";"2014JJ00";"310"
"44608";"T001038";"99999";"2012605";"2013357";"2015JJ00";"250"
"44609";"T001038";"99999";"2012605";"2013357";"2016JJ00";"250"
"44610";"T001038";"99999";"2012605";"2013357";"2017JJ00";"210"
"44611";"T001038";"99999";"2012605";"2013357";"2018JJ00";"140"
"44612";"T001038";"99999";"2012605";"2013357";"2019JJ00";"140"
"44613";"T001038";"99999";"2012605";"2013357";"2020JJ00";"120"
"44614";"T001038";"99999";"2012605";"2013357";"2021JJ00";"150"
"44615";"T001038";"99999";"2012605";"2013357";"2022JJ00";"140"
"44629";"T001038";"99999";"2012605";"2820719";"2012JJ00";"90"
"44630";"T001038";"99999";"2012605";"2820719";"2013JJ00";"50"
"44631";"T001038";"99999";"2012605";"2820719";"2014JJ00";"50"
"44632";"T001038";"99999";"2012605";"2820719";"2015JJ00";"30"
"44633";"T001038";"99999";"2012605";"2820719";"2016JJ00";"30"
"44634";"T001038";"99999";"2012605";"2820719";"2017JJ00";"20"
"44635";"T001038";"99999";"2012605";"2820719";"2018JJ00";"10"
"44636";"T001038";"99999";"2012605";"2820719";"2019JJ00";"20"
"44637";"T001038";"99999";"2012605";"2820719";"2020JJ00";"10"
"44638";"T001038";"99999";"2012605";"2820719";"2021JJ00";"10"
"44639";"T001038";"99999";"2012605";"2820719";"2022JJ00";"20"
"51757";"3000   ";"10000";"T001040";"T001040";"2012JJ00";"203610"
"51758";"3000   ";"10000";"T001040";"T001040";"2013JJ00";"187920"
"51759";"3000   ";"10000";"T001040";"T001040";"2014JJ00";"176090"
"51760";"3000   ";"10000";"T001040";"T001040";"2015JJ00";"161470"
"51761";"3000   ";"10000";"T001040";"T001040";"2016JJ00";"151260"
"51762";"3000   ";"10000";"T001040";"T001040";"2017JJ00";"140150"
"51763";"3000   ";"10000";"T001040";"T001040";"2018JJ00";"135350"
"51764";"3000   ";"10000";"T001040";"T001040";"2019JJ00";"137300"
"51765";"3000   ";"10000";"T001040";"T001040";"2020JJ00";"128910"
"51766";"3000   ";"10000";"T001040";"T001040";"2021JJ00";"121840"
"51767";"3000   ";"10000";"T001040";"T001040";"2022JJ00";"131350"
"51781";"3000   ";"10000";"T001040";"2013356";"2012JJ00";"41250"
"51782";"3000   ";"10000";"T001040";"2013356";"2013JJ00";"38670"
"51783";"3000   ";"10000";"T001040";"2013356";"2014JJ00";"35860"
"51784";"3000   ";"10000";"T001040";"2013356";"2015JJ00";"33030"
"51785";"3000   ";"10000";"T001040";"2013356";"2016JJ00";"31330"
"51786";"3000   ";"10000";"T001040";"2013356";"2017JJ00";"29230"
"51787";"3000   ";"10000";"T001040";"2013356";"2018JJ00";"31800"
"51788";"3000   ";"10000";"T001040";"2013356";"2019JJ00";"33250"
"51789";"3000   ";"10000";"T001040";"2013356";"2020JJ00";"31370"
"51790";"3000   ";"10000";"T001040";"2013356";"2021JJ00";"29760"
"51791";"3000   ";"10000";"T001040";"2013356";"2022JJ00";"33300"
"51805";"3000   ";"10000";"T001040";"2013357";"2012JJ00";"37680"
"51806";"3000   ";"10000";"T001040";"2013357";"2013JJ00";"36130"
"51807";"3000   ";"10000";"T001040";"2013357";"2014JJ00";"34320"
"51808";"3000   ";"10000";"T001040";"2013357";"2015JJ00";"32790"
"51809";"3000   ";"10000";"T001040";"2013357";"2016JJ00";"31240"
"51810";"3000   ";"10000";"T001040";"2013357";"2017JJ00";"28730"
"51811";"3000   ";"10000";"T001040";"2013357";"2018JJ00";"28120"
"51812";"3000   ";"10000";"T001040";"2013357";"2019JJ00";"29630"
"51813";"3000   ";"10000";"T001040";"2013357";"2020JJ00";"28760"
"51814";"3000   ";"10000";"T001040";"2013357";"2021JJ00";"26600"
"51815";"3000   ";"10000";"T001040";"2013357";"2022JJ00";"27170"
"51829";"3000   ";"10000";"T001040";"2820719";"2012JJ00";"15280"
"51830";"3000   ";"10000";"T001040";"2820719";"2013JJ00";"14110"
"51831";"3000   ";"10000";"T001040";"2820719";"2014JJ00";"12870"
"51832";"3000   ";"10000";"T001040";"2820719";"2015JJ00";"12260"
"51833";"3000   ";"10000";"T001040";"2820719";"2016JJ00";"12230"
"51834";"3000   ";"10000";"T001040";"2820719";"2017JJ00";"11870"
"51835";"3000   ";"10000";"T001040";"2820719";"2018JJ00";"9050"
"51836";"3000   ";"10000";"T001040";"2820719";"2019JJ00";"8650"
"51837";"3000   ";"10000";"T001040";"2820719";"2020JJ00";"8900"
"51838";"3000   ";"10000";"T001040";"2820719";"2021JJ00";"8670"
"51839";"3000   ";"10000";"T001040";"2820719";"2022JJ00";"12640"
"51853";"3000   ";"10000";"1012600";"T001040";"2012JJ00";"109410"
"51854";"3000   ";"10000";"1012600";"T001040";"2013JJ00";"99020"
"51855";"3000   ";"10000";"1012600";"T001040";"2014JJ00";"93050"
"51856";"3000   ";"10000";"1012600";"T001040";"2015JJ00";"83400"
"51857";"3000   ";"10000";"1012600";"T001040";"2016JJ00";"76460"
"51858";"3000   ";"10000";"1012600";"T001040";"2017JJ00";"70320"
"51859";"3000   ";"10000";"1012600";"T001040";"2018JJ00";"66370"
"51860";"3000   ";"10000";"1012600";"T001040";"2019JJ00";"65770"
"51861";"3000   ";"10000";"1012600";"T001040";"2020JJ00";"59880"
"51862";"3000   ";"10000";"1012600";"T001040";"2021JJ00";"56810"
"51863";"3000   ";"10000";"1012600";"T001040";"2022JJ00";"58260"
"51877";"3000   ";"10000";"1012600";"2013356";"2012JJ00";
"51878";"3000   ";"10000";"1012600";"2013356";"2013JJ00";
"51879";"3000   ";"10000";"1012600";"2013356";"2014JJ00";
"51880";"3000   ";"10000";"1012600";"2013356";"2015JJ00";
"51881";"3000   ";"10000";"1012600";"2013356";"2016JJ00";
"51882";"3000   ";"10000";"1012600";"2013356";"2017JJ00";
"51883";"3000   ";"10000";"1012600";"2013356";"2018JJ00";
"51884";"3000   ";"10000";"1012600";"2013356";"2019JJ00";
"51885";"3000   ";"10000";"1012600";"2013356";"2020JJ00";
"51886";"3000   ";"10000";"1012600";"2013356";"2021JJ00";
"51887";"3000   ";"10000";"1012600";"2013356";"2022JJ00";
"51901";"3000   ";"10000";"1012600";"2013357";"2012JJ00";
"51902";"3000   ";"10000";"1012600";"2013357";"2013JJ00";
"51903";"3000   ";"10000";"1012600";"2013357";"2014JJ00";
"51904";"3000   ";"10000";"1012600";"2013357";"2015JJ00";
"51905";"3000   ";"10000";"1012600";"2013357";"2016JJ00";
"51906";"3000   ";"10000";"1012600";"2013357";"2017JJ00";
"51907";"3000   ";"10000";"1012600";"2013357";"2018JJ00";
"51908";"3000   ";"10000";"1012600";"2013357";"2019JJ00";
"51909";"3000   ";"10000";"1012600";"2013357";"2020JJ00";
"51910";"3000   ";"10000";"1012600";"2013357";"2021JJ00";
"51911";"3000   ";"10000";"1012600";"2013357";"2022JJ00";
"51925";"3000   ";"10000";"1012600";"2820719";"2012JJ00";
"51926";"3000   ";"10000";"1012600";"2820719";"2013JJ00";
"51927";"3000   ";"10000";"1012600";"2820719";"2014JJ00";
"51928";"3000   ";"10000";"1012600";"2820719";"2015JJ00";
"51929";"3000   ";"10000";"1012600";"2820719";"2016JJ00";
"51930";"3000   ";"10000";"1012600";"2820719";"2017JJ00";
"51931";"3000   ";"10000";"1012600";"2820719";"2018JJ00";
"51932";"3000   ";"10000";"1012600";"2820719";"2019JJ00";
"51933";"3000   ";"10000";"1012600";"2820719";"2020JJ00";
"51934";"3000   ";"10000";"1012600";"2820719";"2021JJ00";
"51935";"3000   ";"10000";"1012600";"2820719";"2022JJ00";
"51949";"3000   ";"10000";"2012605";"T001040";"2012JJ00";"93530"
"51950";"3000   ";"10000";"2012605";"T001040";"2013JJ00";"88530"
"51951";"3000   ";"10000";"2012605";"T001040";"2014JJ00";"82750"
"51952";"3000   ";"10000";"2012605";"T001040";"2015JJ00";"77870"
"51953";"3000   ";"10000";"2012605";"T001040";"2016JJ00";"74550"
"51954";"3000   ";"10000";"2012605";"T001040";"2017JJ00";"69600"
"51955";"3000   ";"10000";"2012605";"T001040";"2018JJ00";"68600"
"51956";"3000   ";"10000";"2012605";"T001040";"2019JJ00";"71010"
"51957";"3000   ";"10000";"2012605";"T001040";"2020JJ00";"68830"
"51958";"3000   ";"10000";"2012605";"T001040";"2021JJ00";"64900"
"51959";"3000   ";"10000";"2012605";"T001040";"2022JJ00";"72780"
"51973";"3000   ";"10000";"2012605";"2013356";"2012JJ00";"41230"
"51974";"3000   ";"10000";"2012605";"2013356";"2013JJ00";"38660"
"51975";"3000   ";"10000";"2012605";"2013356";"2014JJ00";"35850"
"51976";"3000   ";"10000";"2012605";"2013356";"2015JJ00";"33030"
"51977";"3000   ";"10000";"2012605";"2013356";"2016JJ00";"31330"
"51978";"3000   ";"10000";"2012605";"2013356";"2017JJ00";"29230"
"51979";"3000   ";"10000";"2012605";"2013356";"2018JJ00";"31590"
"51980";"3000   ";"10000";"2012605";"2013356";"2019JJ00";"32860"
"51981";"3000   ";"10000";"2012605";"2013356";"2020JJ00";"31370"
"51982";"3000   ";"10000";"2012605";"2013356";"2021JJ00";"29760"
"51983";"3000   ";"10000";"2012605";"2013356";"2022JJ00";"33300"
"51997";"3000   ";"10000";"2012605";"2013357";"2012JJ00";"37680"
"51998";"3000   ";"10000";"2012605";"2013357";"2013JJ00";"36130"
"51999";"3000   ";"10000";"2012605";"2013357";"2014JJ00";"34320"
"52000";"3000   ";"10000";"2012605";"2013357";"2015JJ00";"32790"
"52001";"3000   ";"10000";"2012605";"2013357";"2016JJ00";"31240"
"52002";"3000   ";"10000";"2012605";"2013357";"2017JJ00";"28730"
"52003";"3000   ";"10000";"2012605";"2013357";"2018JJ00";"28120"
"52004";"3000   ";"10000";"2012605";"2013357";"2019JJ00";"29630"
"52005";"3000   ";"10000";"2012605";"2013357";"2020JJ00";"28760"
"52006";"3000   ";"10000";"2012605";"2013357";"2021JJ00";"26600"
"52007";"3000   ";"10000";"2012605";"2013357";"2022JJ00";"27170"
"52021";"3000   ";"10000";"2012605";"2820719";"2012JJ00";"14620"
"52022";"3000   ";"10000";"2012605";"2820719";"2013JJ00";"13740"
"52023";"3000   ";"10000";"2012605";"2820719";"2014JJ00";"12570"
"52024";"3000   ";"10000";"2012605";"2820719";"2015JJ00";"12050"
"52025";"3000   ";"10000";"2012605";"2820719";"2016JJ00";"11990"
"52026";"3000   ";"10000";"2012605";"2820719";"2017JJ00";"11640"
"52027";"3000   ";"10000";"2012605";"2820719";"2018JJ00";"8890"
"52028";"3000   ";"10000";"2012605";"2820719";"2019JJ00";"8520"
"52029";"3000   ";"10000";"2012605";"2820719";"2020JJ00";"8690"
"52030";"3000   ";"10000";"2012605";"2820719";"2021JJ00";"8540"
"52031";"3000   ";"10000";"2012605";"2820719";"2022JJ00";"12320"
"59149";"3000   ";"52020";"T001040";"T001040";"2012JJ00";"23650"
"59150";"3000   ";"52020";"T001040";"T001040";"2013JJ00";"19830"
"59151";"3000   ";"52020";"T001040";"T001040";"2014JJ00";"18460"
"59152";"3000   ";"52020";"T001040";"T001040";"2015JJ00";"17980"
"59153";"3000   ";"52020";"T001040";"T001040";"2016JJ00";"16680"
"59154";"3000   ";"52020";"T001040";"T001040";"2017JJ00";"15040"
"59155";"3000   ";"52020";"T001040";"T001040";"2018JJ00";"13310"
"59156";"3000   ";"52020";"T001040";"T001040";"2019JJ00";"14890"
"59157";"3000   ";"52020";"T001040";"T001040";"2020JJ00";"13250"
"59158";"3000   ";"52020";"T001040";"T001040";"2021JJ00";"12450"
"59159";"3000   ";"52020";"T001040";"T001040";"2022JJ00";"12980"
"59173";"3000   ";"52020";"T001040";"2013356";"2012JJ00";"2120"
"59174";"3000   ";"52020";"T001040";"2013356";"2013JJ00";"1700"
"59175";"3000   ";"52020";"T001040";"2013356";"2014JJ00";"1530"
"59176";"3000   ";"52020";"T001040";"2013356";"2015JJ00";"1510"
"59177";"3000   ";"52020";"T001040";"2013356";"2016JJ00";"1370"
"59178";"3000   ";"52020";"T001040";"2013356";"2017JJ00";"1220"
"59179";"3000   ";"52020";"T001040";"2013356";"2018JJ00";"1150"
"59180";"3000   ";"52020";"T001040";"2013356";"2019JJ00";"1310"
"59181";"3000   ";"52020";"T001040";"2013356";"2020JJ00";"1200"
"59182";"3000   ";"52020";"T001040";"2013356";"2021JJ00";"1190"
"59183";"3000   ";"52020";"T001040";"2013356";"2022JJ00";"1490"
"59197";"3000   ";"52020";"T001040";"2013357";"2012JJ00";"8130"
"59198";"3000   ";"52020";"T001040";"2013357";"2013JJ00";"7360"
"59199";"3000   ";"52020";"T001040";"2013357";"2014JJ00";"7010"
"59200";"3000   ";"52020";"T001040";"2013357";"2015JJ00";"6980"
"59201";"3000   ";"52020";"T001040";"2013357";"2016JJ00";"6260"
"59202";"3000   ";"52020";"T001040";"2013357";"2017JJ00";"5320"
"59203";"3000   ";"52020";"T001040";"2013357";"2018JJ00";"4740"
"59204";"3000   ";"52020";"T001040";"2013357";"2019JJ00";"5390"
"59205";"3000   ";"52020";"T001040";"2013357";"2020JJ00";"4750"
"59206";"3000   ";"52020";"T001040";"2013357";"2021JJ00";"4140"
"59207";"3000   ";"52020";"T001040";"2013357";"2022JJ00";"4120"
"59221";"3000   ";"52020";"T001040";"2820719";"2012JJ00";"340"
"59222";"3000   ";"52020";"T001040";"2820719";"2013JJ00";"280"
"59223";"3000   ";"52020";"T001040";"2820719";"2014JJ00";"220"
"59224";"3000   ";"52020";"T001040";"2820719";"2015JJ00";"260"
"59225";"3000   ";"52020";"T001040";"2820719";"2016JJ00";"290"
"59226";"3000   ";"52020";"T001040";"2820719";"2017JJ00";"240"
"59227";"3000   ";"52020";"T001040";"2820719";"2018JJ00";"330"
"59228";"3000   ";"52020";"T001040";"2820719";"2019JJ00";"320"
"59229";"3000   ";"52020";"T001040";"2820719";"2020JJ00";"260"
"59230";"3000   ";"52020";"T001040";"2820719";"2021JJ00";"310"
"59231";"3000   ";"52020";"T001040";"2820719";"2022JJ00";"480"
"59245";"3000   ";"52020";"1012600";"T001040";"2012JJ00";"13060"
"59246";"3000   ";"52020";"1012600";"T001040";"2013JJ00";"10490"
"59247";"3000   ";"52020";"1012600";"T001040";"2014JJ00";"9700"
"59248";"3000   ";"52020";"1012600";"T001040";"2015JJ00";"9220"
"59249";"3000   ";"52020";"1012600";"T001040";"2016JJ00";"8750"
"59250";"3000   ";"52020";"1012600";"T001040";"2017JJ00";"8250"
"59251";"3000   ";"52020";"1012600";"T001040";"2018JJ00";"7100"
"59252";"3000   ";"52020";"1012600";"T001040";"2019JJ00";"7890"
"59253";"3000   ";"52020";"1012600";"T001040";"2020JJ00";"7050"
"59254";"3000   ";"52020";"1012600";"T001040";"2021JJ00";"6800"
"59255";"3000   ";"52020";"1012600";"T001040";"2022JJ00";"6890"
"59269";"3000   ";"52020";"1012600";"2013356";"2012JJ00";
"59270";"3000   ";"52020";"1012600";"2013356";"2013JJ00";
"59271";"3000   ";"52020";"1012600";"2013356";"2014JJ00";
"59272";"3000   ";"52020";"1012600";"2013356";"2015JJ00";
"59273";"3000   ";"52020";"1012600";"2013356";"2016JJ00";
"59274";"3000   ";"52020";"1012600";"2013356";"2017JJ00";
"59275";"3000   ";"52020";"1012600";"2013356";"2018JJ00";
"59276";"3000   ";"52020";"1012600";"2013356";"2019JJ00";
"59277";"3000   ";"52020";"1012600";"2013356";"2020JJ00";
"59278";"3000   ";"52020";"1012600";"2013356";"2021JJ00";
"59279";"3000   ";"52020";"1012600";"2013356";"2022JJ00";
"59293";"3000   ";"52020";"1012600";"2013357";"2012JJ00";
"59294";"3000   ";"52020";"1012600";"2013357";"2013JJ00";
"59295";"3000   ";"52020";"1012600";"2013357";"2014JJ00";
"59296";"3000   ";"52020";"1012600";"2013357";"2015JJ00";
"59297";"3000   ";"52020";"1012600";"2013357";"2016JJ00";
"59298";"3000   ";"52020";"1012600";"2013357";"2017JJ00";
"59299";"3000   ";"52020";"1012600";"2013357";"2018JJ00";
"59300";"3000   ";"52020";"1012600";"2013357";"2019JJ00";
"59301";"3000   ";"52020";"1012600";"2013357";"2020JJ00";
"59302";"3000   ";"52020";"1012600";"2013357";"2021JJ00";
"59303";"3000   ";"52020";"1012600";"2013357";"2022JJ00";
"59317";"3000   ";"52020";"1012600";"2820719";"2012JJ00";
"59318";"3000   ";"52020";"1012600";"2820719";"2013JJ00";
"59319";"3000   ";"52020";"1012600";"2820719";"2014JJ00";
"59320";"3000   ";"52020";"1012600";"2820719";"2015JJ00";
"59321";"3000   ";"52020";"1012600";"2820719";"2016JJ00";
"59322";"3000   ";"52020";"1012600";"2820719";"2017JJ00";
"59323";"3000   ";"52020";"1012600";"2820719";"2018JJ00";
"59324";"3000   ";"52020";"1012600";"2820719";"2019JJ00";
"59325";"3000   ";"52020";"1012600";"2820719";"2020JJ00";
"59326";"3000   ";"52020";"1012600";"2820719";"2021JJ00";
"59327";"3000   ";"52020";"1012600";"2820719";"2022JJ00";
"59341";"3000   ";"52020";"2012605";"T001040";"2012JJ00";"10570"
"59342";"3000   ";"52020";"2012605";"T001040";"2013JJ00";"9340"
"59343";"3000   ";"52020";"2012605";"T001040";"2014JJ00";"8750"
"59344";"3000   ";"52020";"2012605";"T001040";"2015JJ00";"8750"
"59345";"3000   ";"52020";"2012605";"T001040";"2016JJ00";"7910"
"59346";"3000   ";"52020";"2012605";"T001040";"2017JJ00";"6780"
"59347";"3000   ";"52020";"2012605";"T001040";"2018JJ00";"6200"
"59348";"3000   ";"52020";"2012605";"T001040";"2019JJ00";"7000"
"59349";"3000   ";"52020";"2012605";"T001040";"2020JJ00";"6200"
"59350";"3000   ";"52020";"2012605";"T001040";"2021JJ00";"5640"
"59351";"3000   ";"52020";"2012605";"T001040";"2022JJ00";"6060"
"59365";"3000   ";"52020";"2012605";"2013356";"2012JJ00";"2120"
"59366";"3000   ";"52020";"2012605";"2013356";"2013JJ00";"1700"
"59367";"3000   ";"52020";"2012605";"2013356";"2014JJ00";"1530"
"59368";"3000   ";"52020";"2012605";"2013356";"2015JJ00";"1510"
"59369";"3000   ";"52020";"2012605";"2013356";"2016JJ00";"1370"
"59370";"3000   ";"52020";"2012605";"2013356";"2017JJ00";"1220"
"59371";"3000   ";"52020";"2012605";"2013356";"2018JJ00";"1150"
"59372";"3000   ";"52020";"2012605";"2013356";"2019JJ00";"1300"
"59373";"3000   ";"52020";"2012605";"2013356";"2020JJ00";"1200"
"59374";"3000   ";"52020";"2012605";"2013356";"2021JJ00";"1190"
"59375";"3000   ";"52020";"2012605";"2013356";"2022JJ00";"1490"
"59389";"3000   ";"52020";"2012605";"2013357";"2012JJ00";"8130"
"59390";"3000   ";"52020";"2012605";"2013357";"2013JJ00";"7360"
"59391";"3000   ";"52020";"2012605";"2013357";"2014JJ00";"7010"
"59392";"3000   ";"52020";"2012605";"2013357";"2015JJ00";"6980"
"59393";"3000   ";"52020";"2012605";"2013357";"2016JJ00";"6260"
"59394";"3000   ";"52020";"2012605";"2013357";"2017JJ00";"5320"
"59395";"3000   ";"52020";"2012605";"2013357";"2018JJ00";"4740"
"59396";"3000   ";"52020";"2012605";"2013357";"2019JJ00";"5390"
"59397";"3000   ";"52020";"2012605";"2013357";"2020JJ00";"4750"
"59398";"3000   ";"52020";"2012605";"2013357";"2021JJ00";"4140"
"59399";"3000   ";"52020";"2012605";"2013357";"2022JJ00";"4120"
"59413";"3000   ";"52020";"2012605";"2820719";"2012JJ00";"320"
"59414";"3000   ";"52020";"2012605";"2820719";"2013JJ00";"270"
"59415";"3000   ";"52020";"2012605";"2820719";"2014JJ00";"200"
"59416";"3000   ";"52020";"2012605";"2820719";"2015JJ00";"250"
"59417";"3000   ";"52020";"2012605";"2820719";"2016JJ00";"280"
"59418";"3000   ";"52020";"2012605";"2820719";"2017JJ00";"240"
"59419";"3000   ";"52020";"2012605";"2820719";"2018JJ00";"320"
"59420";"3000   ";"52020";"2012605";"2820719";"2019JJ00";"310"
"59421";"3000   ";"52020";"2012605";"2820719";"2020JJ00";"260"
"59422";"3000   ";"52020";"2012605";"2820719";"2021JJ00";"310"
"59423";"3000   ";"52020";"2012605";"2820719";"2022JJ00";"450"
"66541";"3000   ";"53105";"T001040";"T001040";"2012JJ00";"51130"
"66542";"3000   ";"53105";"T001040";"T001040";"2013JJ00";"45410"
"66543";"3000   ";"53105";"T001040";"T001040";"2014JJ00";"41370"
"66544";"3000   ";"53105";"T001040";"T001040";"2015JJ00";"36760"
"66545";"3000   ";"53105";"T001040";"T001040";"2016JJ00";"33880"
"66546";"3000   ";"53105";"T001040";"T001040";"2017JJ00";"31300"
"66547";"3000   ";"53105";"T001040";"T001040";"2018JJ00";"30120"
"66548";"3000   ";"53105";"T001040";"T001040";"2019JJ00";"30990"
"66549";"3000   ";"53105";"T001040";"T001040";"2020JJ00";"30170"
"66550";"3000   ";"53105";"T001040";"T001040";"2021JJ00";"28730"
"66551";"3000   ";"53105";"T001040";"T001040";"2022JJ00";"31240"
"66565";"3000   ";"53105";"T001040";"2013356";"2012JJ00";"6600"
"66566";"3000   ";"53105";"T001040";"2013356";"2013JJ00";"5870"
"66567";"3000   ";"53105";"T001040";"2013356";"2014JJ00";"5180"
"66568";"3000   ";"53105";"T001040";"2013356";"2015JJ00";"4590"
"66569";"3000   ";"53105";"T001040";"2013356";"2016JJ00";"4290"
"66570";"3000   ";"53105";"T001040";"2013356";"2017JJ00";"4070"
"66571";"3000   ";"53105";"T001040";"2013356";"2018JJ00";"4670"
"66572";"3000   ";"53105";"T001040";"2013356";"2019JJ00";"4880"
"66573";"3000   ";"53105";"T001040";"2013356";"2020JJ00";"4610"
"66574";"3000   ";"53105";"T001040";"2013356";"2021JJ00";"4140"
"66575";"3000   ";"53105";"T001040";"2013356";"2022JJ00";"4790"
"66589";"3000   ";"53105";"T001040";"2013357";"2012JJ00";"13510"
"66590";"3000   ";"53105";"T001040";"2013357";"2013JJ00";"12810"
"66591";"3000   ";"53105";"T001040";"2013357";"2014JJ00";"11840"
"66592";"3000   ";"53105";"T001040";"2013357";"2015JJ00";"10960"
"66593";"3000   ";"53105";"T001040";"2013357";"2016JJ00";"10190"
"66594";"3000   ";"53105";"T001040";"2013357";"2017JJ00";"9330"
"66595";"3000   ";"53105";"T001040";"2013357";"2018JJ00";"9200"
"66596";"3000   ";"53105";"T001040";"2013357";"2019JJ00";"9610"
"66597";"3000   ";"53105";"T001040";"2013357";"2020JJ00";"9700"
"66598";"3000   ";"53105";"T001040";"2013357";"2021JJ00";"8870"
"66599";"3000   ";"53105";"T001040";"2013357";"2022JJ00";"8670"
"66613";"3000   ";"53105";"T001040";"2820719";"2012JJ00";"4350"
"66614";"3000   ";"53105";"T001040";"2820719";"2013JJ00";"3930"
"66615";"3000   ";"53105";"T001040";"2820719";"2014JJ00";"3540"
"66616";"3000   ";"53105";"T001040";"2820719";"2015JJ00";"3210"
"66617";"3000   ";"53105";"T001040";"2820719";"2016JJ00";"3150"
"66618";"3000   ";"53105";"T001040";"2820719";"2017JJ00";"2900"
"66619";"3000   ";"53105";"T001040";"2820719";"2018JJ00";"2290"
"66620";"3000   ";"53105";"T001040";"2820719";"2019JJ00";"2160"
"66621";"3000   ";"53105";"T001040";"2820719";"2020JJ00";"2260"
"66622";"3000   ";"53105";"T001040";"2820719";"2021JJ00";"2140"
"66623";"3000   ";"53105";"T001040";"2820719";"2022JJ00";"3360"
